location,category,tweet,location.1,latitude,longitude,datetime,multimodal,file_path,Disaster_Category,Relevancy,Priority,media_description,summary,responders_required
Pacific Palisades,Distress Call,ARE YOU KIDDING ME?! Another fire in Pacific Palisades?! Near Temescal Canyon Rd AGAIN?! This is what happens when you let developers run wild! No proper fire prevention! My house is threatened! #Wildfire #Emergency #PacificPalisades They better get here FAST! 🔥😡,Pacific Palisades,34.0836625911625,-118.52850518472866,2025-02-01 21:13:09.243696,False,,Fire,True,2,,"User reports a fire in Pacific Palisades near Temescal Canyon Rd, their house is threatened and they are requesting urgent response.","['firefighters', 'police', 'ambulance']"
Hollywood Hills near Runyon Canyon,Distress Call,"Oh god, there's a fire in the Hollywood Hills near Runyon Canyon! I can see flames from my apartment on Mulholland Drive. It's spreading so fast! 😭 Pls send help! #Wildfire #Emergency #LosAngeles",Hollywood Hills near Runyon Canyon,34.12383941777575,-118.35557898654623,2025-01-09 09:32:04.963183,False,,Fire,True,1,,"Wildfire reported in Hollywood Hills near Runyon Canyon, spreading fast, help requested.","['firefighters', 'police', 'ambulance']"
Sylmar,Evacuation Warning,"Okay, so like, HUGE fire near Sylmar High! 🚨 They're saying it's just an evacuation WARNING rn, but like, the smoke is EVERYWHERE. Mom's freaking out. Should I pack my PS5?? #Wildfire #Emergency #LosAngeles Pray for Sylmar 🙏",Sylmar,34.324596717098615,-118.46884648094112,2025-01-09 03:41:57.033592,False,,Fire,True,2,,"Large wildfire reported near Sylmar High with smoke, prompting evacuation warnings and causing public concern.","['firefighters', 'police', 'ambulance']"
Pacific Palisades,Distress Call,"Ugh, this is SO not Gucci. 🔥 Wildfire near Sunset Blvd in the Palisades is getting kinda cray! Like, actual flames near those fancy houses. 😱 Hope my phone doesn't die before they get here. #Wildfire #Emergency #LosAngeles send help pls! 🙏",Pacific Palisades,34.037467039447904,-118.52999273245229,2025-01-31 12:43:42.469603,False,,Fire,True,1,,"Wildfire reported near houses on Sunset Blvd in Palisades, Los Angeles, caller requesting help.","['firefighters', 'police', 'ambulance']"
Pacific Palisades,Distress Call,Oh god oh god! 😭 Wildfire getting so close to our place near Sunset Blvd in Pacific Palisades! Can see the flames from the window! Kids are terrified! Is anyone else evacuating? Pls tell me what to do! #Wildfire #Emergency #LosAngeles,Pacific Palisades,34.08190611834346,-118.55006815041304,2025-03-04 22:32:31.657469,False,,Fire,True,1,,"Wildfire reported near Sunset Blvd in Pacific Palisades, flames visible, residents are terrified and need immediate guidance on evacuation.","['firefighters', 'police', 'ambulance']"
Acton,Evacuation Warning,"Oh dear! Heard on the radio there's a fire near Acton, Los Angeles! They said something about an Evacuation Warning near Red Rock Canyon Rd... Is that near the bakery? 😥 Should I pack my good china? #Wildfire #Emergency I'm so confused!",Acton,34.49397476067648,-118.2023590225489,2025-01-10 10:53:42.190167,False,,Fire,True,3,,"Wildfire reported near Acton, Los Angeles with Evacuation Warning near Red Rock Canyon Rd.","['firefighters', 'police', 'ambulance']"
Altadena/Pasadena,Incident Report,"Oh my god, there's a HUGE plume of smoke rising near the Eaton Canyon area in Altadena! Looks like a wildfire is starting. Hope everyone is being careful! #Wildfire #Altadena #Emergency",Altadena/Pasadena,34.21657423792572,-118.16231967840466,2025-01-30 13:42:06.318220,False,,Fire,True,2,,A wildfire is reported to be starting near Eaton Canyon area in Altadena with a large plume of smoke.,"['firefighters', 'police', 'ambulance']"
Sylmar,Fire Near Key Infrastructure,"Oh my gosh! 😱 I'm visiting Sylmar, Los Angeles and there's a HUGE fire near what looks like some kind of important electrical thingy... like a power station maybe? Lots of smoke! Is this normal?! #Wildfire #Emergency someone help! I don't know what to do!",Sylmar,34.29002183750631,-118.473071025668,2025-01-13 14:46:13.311764,False,,Fire,True,2,,"Large wildfire reported in Sylmar, Los Angeles, near a possible power station with heavy smoke. ","['firefighters', 'police', 'ambulance']"
Hollywood Hills near Runyon Canyon,Roadblock or Escape Issue,"Alright listen up! Picked up a fare near Runyon Canyon, Hollywood Hills. Roads CLOSING FAST. Fire's jumpin' the ridge near Mulholland. Get outta there NOW. No time for sightseeing! #Wildfire #Emergency. Gonna be a mess gettin' outta here. 🚕🔥",Hollywood Hills near Runyon Canyon,34.12550276484344,-118.33444341664575,2025-01-09 00:57:05.263033,False,,Fire,True,2,,"Wildfire spreading rapidly near Runyon Canyon and Mulholland, roads are closing, potential evacuations needed.","['firefighters', 'police', 'ambulance']"
Hollywood Hills near Runyon Canyon,Request for Emergency Help,"ARE YOU KIDDING ME?! Another fire in the Hollywood Hills near Runyon Canyon?! This is what happens when you let corporations run wild! 🔥😡 The smoke is thick near Mulholland Drive, can barely see! Someone PLEASE send help before everything burns down! #Wildfire #Emergency #LosAngeles #ClimateEmergency",Hollywood Hills near Runyon Canyon,34.11514751635647,-118.34823579585183,2025-01-09 06:51:10.647742,False,,Fire,True,2,,"A wildfire is reported in Hollywood Hills near Runyon Canyon with thick smoke near Mulholland Drive, requesting immediate help.","['firefighters', 'police', 'ambulance']"
Hollywood Hills near Runyon Canyon,Request for Emergency Help,"OMG! 😱 I'm visiting LA and hiking near Runyon Canyon in the Hollywood Hills and there's like, a HUGE fire! 🔥 I think it's spreading towards those fancy houses near Mulholland Drive? Is anyone doing anything? Help! #Wildfire #Emergency I'm so scared! 😭",Hollywood Hills near Runyon Canyon,34.11035955056514,-118.33470070116144,2025-01-09 08:04:54.419224,False,,Fire,True,2,,"A wildfire is reported near Runyon Canyon, potentially spreading towards Mulholland Drive, requiring immediate attention from firefighters.","['firefighters', 'police', 'ambulance']"
West Hills,Fire Near Key Infrastructure,"URGENT: Wildfire rapidly approaching the West Hills Water Treatment Plant near Valley Circle Blvd. Crews are on scene, but the situation is escalating. Protecting critical infrastructure is paramount. Residents in the area, please be prepared to evacuate if necessary. Stay tuned for updates. #Wildfire #Emergency #LosAngeles",West Hills,34.19957984536326,-118.63830436280558,2025-01-10 06:31:43.700943,False,,Fire,True,3,,"Wildfire rapidly approaching West Hills Water Treatment Plant, crews are on scene and situation escalating, potential evacuation for residents.","['firefighters', 'police', 'ambulance']"
Hollywood Hills near Runyon Canyon,Incident Report,"Heard sirens all the way up here in the Hills. Now I see smoke, big time, near Runyon Canyon. Looks like a brush fire, hope it ain't spreadin' fast. Stay safe folks. #Wildfire #Emergency Los Angeles",Hollywood Hills near Runyon Canyon,34.116182684603906,-118.36093783835278,2025-01-09 03:21:00.907455,False,,Fire,True,3,,Report of a brush fire with visible smoke near Runyon Canyon in Los Angeles.,"['firefighters', 'police', 'ambulance']"
Hollywood Hills near Runyon Canyon,Incident Report,Oh my god! 😱 Flames are getting HUGE near the Hollywood Hills above Runyon Canyon! I can see it from my balcony on Fuller Ave. Seems to be spreading fast with the wind. Hope everyone is ok! 🙏 #Wildfire #Emergency #LosAngeles,Hollywood Hills near Runyon Canyon,34.12705944316499,-118.3322480625857,2025-01-08 22:38:14.225294,False,,Fire,True,2,,"Large wildfire reported near Hollywood Hills above Runyon Canyon, spreading quickly due to wind, requiring immediate firefighter attention.","['firefighters', 'police', 'ambulance']"
West Hills,Evacuation Warning,"Heard on the radio, West Hills folks near Valley Circle, listen up! Evacuation WARNING. Not an order yet, but pack your bags. Fire's movin' that way. Don't be stupid. #Wildfire #Emergency Los Angeles",West Hills,34.19657785339675,-118.65205506971324,2025-01-10 19:32:49.339037,False,,Fire,True,2,,"Evacuation warning issued for West Hills near Valley Circle due to a moving wildfire in Los Angeles, requiring potential first responder action.","['firefighters', 'police', 'ambulance']"
West Hills,Roadblock or Escape Issue,ARE YOU KIDDING ME?! Another fire in West Hills?! They're blocking off Valley Circle Blvd AGAIN! How are we supposed to get out of here?! This is ridiculous! They let this happen EVERY YEAR! #Wildfire #WestHills #Emergency #LosAngeles,West Hills,34.187044172188465,-118.6611800982652,2025-01-10 16:07:21.849503,False,,Fire,True,2,,"Resident in West Hills reports a new wildfire causing road closures on Valley Circle Blvd, expressing concern about evacuation routes.","['firefighters', 'police', 'ambulance']"
Altadena/Pasadena,Request for Emergency Help,URGENT: Reports of increased fire activity near the Eaton Canyon area in Altadena/Pasadena. Residents in the vicinity of Altadena Crest Trail should prepare for potential evacuation. Monitor official channels for updates. #Wildfire #Emergency #LosAngeles,Altadena/Pasadena,34.207445944184016,-118.1368468588658,2025-01-22 20:32:26.573068,False,,Fire,True,2,,"Reports indicate increased fire activity near Eaton Canyon in Altadena/Pasadena, suggesting potential evacuation for residents near Altadena Crest Trail.","['firefighters', 'police', 'ambulance']"
North Sepulveda,Roadblock or Escape Issue,OMG! Can't get out of my neighborhood near Mulholland Dr in North Sepulveda! Roads are blocked by fire trucks and smoke is so thick! 😭 Anyone know if Sepulveda Pass is still open?? #Wildfire #Emergency #LosAngeles HELP!,North Sepulveda,34.08107946111561,-118.45136940405324,2025-01-23 22:21:32.526532,False,,Fire,True,2,,"User near Mulholland Dr in North Sepulveda reports being unable to leave neighborhood due to fire and smoke blocking roads, seeking information on Sepulveda Pass.","['firefighters', 'police', 'ambulance']"
Hollywood Hills near Runyon Canyon,Fire Near Key Infrastructure,Oh god oh god! 😭 There's a fire in the Hollywood Hills near Runyon Canyon! I can see flames from my window near Mulholland Drive and I'm so worried about the power lines! What if the power goes out?! My kids are home alone! 😫 #Wildfire #Emergency #LosAngeles Please someone tell me what's going on!,Hollywood Hills near Runyon Canyon,34.12854700416841,-118.36601476722952,2025-01-09 02:09:13.595588,False,,Fire,True,2,,"Report of a wildfire in Hollywood Hills near Runyon Canyon, flames visible from Mulholland Drive, with concerns about power lines and children at home.","['firefighters', 'police', 'ambulance']"
Sylmar,Evacuation Warning,"OMG! 😱 I'm visiting LA and staying near Sylmar...saw some smoke earlier but now there's like, a HUGE fire near the foothills by the Olive View Medical Center! Is this normal?! 😳 They're saying something about an evacuation warning...should I leave? Where do I even GO?! #Wildfire #Emergency #LosAngeles #Help",Sylmar,34.324249130956,-118.4737329031113,2025-01-13 22:21:31.175645,False,,Fire,True,2,,"Large wildfire reported near Olive View Medical Center in Sylmar, with smoke and evacuation warnings, requiring monitoring and potential intervention.","['firefighters', 'police', 'ambulance']"
West Hills,Incident Report,Oh my stars! 🌟 There's a HUGE fire near the park... the one by Valley Circle in West Hills! I think it's heading towards those new houses they built. Is anyone else seeing this? So much smoke! 😥 I hope everyone is okay! #Wildfire #Emergency I can't find my glasses to see better!,West Hills,34.18318998393625,-118.6257584293774,2025-01-10 11:19:12.371519,False,,Fire,True,2,,"Large wildfire reported near Valley Circle in West Hills, moving towards new houses with significant smoke.","['firefighters', 'police', 'ambulance']"
Sylmar,Incident Report,"Oh my god, there's a HUGE fire near the 210 freeway in Sylmar! 😭 Looks like it's spreading towards the foothills. So much smoke! Hope everyone near Roxford St is getting out! #Wildfire #Emergency #SylmarFire Praying for everyone's safety 🙏",Sylmar,34.30763444780356,-118.4684069339758,2025-01-09 13:25:40.421904,False,,Fire,True,2,,"Large wildfire reported near 210 freeway in Sylmar, spreading towards foothills and Roxford St area, requiring attention from firefighters.","['firefighters', 'police', 'ambulance']"
West Hills,Request for Emergency Help,"Huge flames near Roscoe and Valley Circle in West Hills! 😭 The smoke is so thick, can barely see. Seems like its spreading towards the houses on Highlander. Is anyone else seeing this?? Need help ASAP! #Wildfire #Emergency #WestHillsFire",West Hills,34.190862445878594,-118.6097556475264,2025-01-11 00:31:29.060733,False,,Fire,True,2,,"Large wildfire reported near Roscoe and Valley Circle in West Hills, with thick smoke and flames spreading towards houses on Highlander. Help is needed.","['firefighters', 'police', 'ambulance']"
North Sepulveda,Roadblock or Escape Issue,"Ugh, seriously?! 🙄 Wildfire alert near North Sepulveda, like, RIGHT by that hiking trail everyone loves. Roads are CLOSED. Guess my Insta hike is cancelled. 😭 #Wildfire #LosAngeles #Emergency Someone send snacks and a helicopter! 🚁",North Sepulveda,34.09745926819972,-118.4534271405976,2025-01-24 19:07:24.231031,False,,Fire,True,2,,"Wildfire reported near North Sepulveda hiking trail, road closures in effect.","['firefighters', 'police']"
